PALAVRA,QTD_PALAVRA
EXECUTIONTIMEAFFECTEDBYIMPROVEMENT,1
AMOUNTOFIMPROVEMENT,1
-----------------------------------------------------------------------------------------EXECUTIONTIMEUNAFFECTED,1
+Ë¯Ê‹=EXECUTIONTIMEAFTERIMPROVEMENT,1
80SECONDS,2
N--------------------------,1
10080SECONDS,1
–+=20,1
N---------------------------20SECONDS,1
+=080SECONDS,1
N--------------------------=,1
268CHAPTER,1
INVERSELY,2
TIME;,6
BIG-,1
INTUITION,1
PUTER;,1
IMPORTANTLY,2
DATA:,2
OFPROGRAM,1
MIPSINSTRUCTIONCOUNT,1
EXECUTIONTIME10,1
6¥------------------------------------------------------=EXAMPLEINSTRUCTION,1
FROMABCCOMPILER,1
1511COMPILER,1
21011,1
269FIRST,1
CYCLES:,1
COMPILERS:,1
ANSWEREXECUTION,1
TIMECPU,1
CYCLESCLOCKRATE,1
----------------------------------------,1
=CPUCLOCKCYCLESCPI,1
ICI¥I1=,1
NÂ=CPUCLOCKCYCLES,1
1511213,1
¥+¥+¥109¥1010,1
9¥==CPUCLOCKCYCLES,1
21011213,1
¥+¥+¥109¥1510,1
9¥==EXECUTION,1
TIME11010,1
9¥410,2
9¥--------------------2,1
5SECONDS,1
==EXECUTION,1
TIME21510,1
9¥--------------------3,1
75SECONDS,1
==MIPSINSTRUCTIONCOUNT,1
TIME10,1
6¥--------------------------------------------------,1
=MIPS1511++109¥2,1
510,1
6¥----------------------------------------,1
2800==MIPS21011,1
++109¥3,1
7530,1
106¥-------------------------------------------3200==,1
270CHAPTER,1
FAIL,8
PERFORMANCE—EVENWHEN,1
USAGES,1
FUNCTIONALITY,4
UNREALISTIC,2
DOMAIN,1
SUPERCOM-,1
LOW-COST,2
TYPIFIED,1
CEDENCE,1
SERVERS;,2
BALANCES,1
TYPIFY,1
MEASUREMENTCOMPUTER,1
BINSTRUCTION,1
COUNT10,1
BILLIONCLOCK,1
RATE4,1
GHZ4,1
GHZCPI1,1
REMARKS4,1
6SECONDSPROGRAM---------------------INSTRUCTIONSPROGRAM-----------------------------CLOCKCYCLES,1
---------------------------¥¥=,1
271WE,1
CONSTITUENT,2
PERFORMANCE:ONLY,1
PLUGGING,1
ALTER-,2
NATIVES,1
LENGING,1
LABOR,2
MARKETING,3
PROFIT,1
MARGIN,2
COST-EFFECTIVE,6
SUBOPTIMAL,1
OWNERSHIP,1
SCALABIL-,1
STRIKE,1
UNIMPEACHABLE,1
WANTING,1
FLAWED,1
REFLECTING,1
CUTION,5
CLARIFICATION,1
TRACKING,7
BALANCING,1
272CHAPTER,1
REVIEWS,2
MARKING,1
7ON,1
<§4,32
1>,12
DIFFERENTCOMPUTERS:M1,1
M2,6
COMPUTERS:WHICH,2
MADE:FIND,1
M1,4
$800,1
IFYOU,1
YOUBUY,1
WHY4,1
410,6
COMPUTING4,2
COMPUTERSDISCUSSED,1
P1,15
REMAIN-,1
MEASUREDHISTORICAL,1
READING4,1
8EXERCISES4,1
8PROGRAMTIME,1
SECONDS1,1
205,3
SECONDS10,2
PROGRAMINSTRUCTIONS,1
15¥,1
1096¥,1
1094,1
273BY,1
WORKLOADWHICH,1
COST-EFFECTIVE4,1
INSTRUCTIONSON,1
RECEIVED,5
SAMEINSTRUCTION,2
FOLLOWS:,6
95,2
<§§4,23
1–4,4
PROGRAMIS,1
P14,1
I1,9
I2,9
TABLE:THE,1
PROPORTION,1
ERATED,1
C1,5
MAKERS,4
CLASSCPI,2
P1CPI,1
P2A12B22,1
C32,1
D44,1
E34,1
M1CPI,1
M2C1,1
USAGEC2,1
USAGEC3,1
USAGEA2140%40%50%B3240%20%25%C5220%40%25%,1
274CHAPTER,1
PURCHASED,1
PURCHASE,1
CRITERIA,2
10SECONDS,1
VAL-,1
UE,1
X+X,1
X;,1
ADDX,1
P¢,3
RECOMPILING,1
125,3
GARBAGE,5
CUR-,4
RENTLY,2
CHOOSE4,1
135,9
SUBSETS,1
THATCAN,1
MINIMAL;,1
{CPI,1
PROGRAM},1
OPERATIONSEXECUTED,1
PROGRAMFLOATING-POINTOPERATIONSEXECUTION,1
SECONDSCOMPUTER,1
BCOMPUTER,1
15X109251,1
0PROGRAM,1
220X109202020PROGRAM,1
340X1092005015,1
2754,1
1515,1
EXERCISE4,1
BULK,1
THEUSER,2
MIXES,3
FLOPS,1
1615,2
ASSUMETHAT,1
ASSUM-,2
2–4,2
INEXERCISE,2
LAW4,6
2110,1
225,2
235,2
2420,2
MEAN4,2
2615,3
273,5
SYNTHETIC,10
ATTEMPTS,6
TOREPLICATE,2
BEHAVIOR4,1
283,1
276CHAPTER,1
MOPS,1
FLOPS4,1
305,4
MFLOPS,4
METRIC4,3
3115,2
324,2
335,3
BENCHMARKS4,2
3420,3
HARDWARE-INDEPENDENT,1
METRICSTO,1
ANALYZING,12
FLOAT-ING-POINT,1
SOFTWARE4,3
3610,2
FLOAT-ING,1
FLOATINGPOINT,1
3810,3
APROCESSOR4,7
395,2
415,4
425,5
4310,1
FOR15%,1
INSTRUCTIONSREQUIRE,1
MULTIPLICATION4,1
465,4
TEAM,2
BEPOSSIBLE,1
2774,1
AF-FECTED,1
MODIFICATION4,1
4710,2
PAGE260,1
IRRELEVANT,2
INCLUDE/EX-,1
CLUDE,2
RELEASE4,1
SUITES,2
REAL-WORLD,2
METRICFOR,1
KERNEL,11
KERNELBENCHMARKS4,1
HYPOTHETICAL,3
RELEASE:,1
UNVEIL,1
INDUSTRY’S,1
COMPANY’S,1
CHAMP,1
COMMENT,2
52INDEFINITE,1
IN-CORRECT,1
ANALYSES,1
PERSUADE,1
TIMESAPRIL,1
D1,3
PLAYER,1
SURPASS,1
PORT,13
TO-,1
MORROW:COMPUTERAPPROXIMATE,1
PRICE1975,1
MAINFRAME10,1
0001976,1
CRAY-1,2
000$20,1
0001979,1
VAX1,1
000$200,1
0001981,1
PC250,1
$3,34
0001984,1
000$10,1
0001994,1
PENTIUM-CHIP,1
PC66,1
000$3,1
0001995,1
PCX,1
000$5001995,1
MICROUNITY,1
000$500,1
278CHAPTER,1
ADS,1
NEWSGROUPS,1
§4,5
246:,1
LATENCY,86
253:,1
258:,1
265:,1
270:,1
SAFELYPROBLEM:FIND,1
COMFORT,2
SOLUTION:FOR,1
SHIPS,1
ESSEN-,2
TIALLY,5
PIPELINES,17
DELAYS,9
PUTER-CONTROLLED,2
LIFE-THREATENING,1
PERMITTED,2
À,1
GRANDE,1
VITESSE,1
ISONE,1
KM/HOUR,2
ENGI-,1
NEER,1
TRACK-SIDE,1
LIGHTS,1
ENGINEER,2
STOP,8
DISASTER,3
TIGHT,1
UNSAFE,1
SPEEDS;,1
FAIL-SAFE,1
COMMUNI-,2
CLEVER,4
SIGNALING,2
TVM,5
TRANSMIS-,1
VOIE-MACHINE,2
RAILS,1
LOCOMOTIVE,1
KM,1
DEGREE,7
CHUNNEL,1
ONE-TENTH,2
TRANSMITTERS,1
RIED,1
ENGINEER;,1
WATCHES,1
NICE,1
STOPPING,2
NOMINALLY,1
HEADWAY,1
PROPERTY:,1
CONSTANTLY,4
COMMUNICATES,2
ESTIMATED,1
FAIL-,2
PAID,1
OFF:,1
DECADES,3
FATAL,1
ACCIDENTS,2
ATOR’S,1
SEAT,2
MAK-,2
SAFER,1
POLLUTING,1
AUTOMOBILE,1
CONTROLLING,6
BRAKING,2
IGNITION,2
AIRBAGS,4
BRAKES,4
BELT,1
STEER,3
SEVERE,2
DETECT-,1
WHEEL,4
LOCKUP,2
ALTERNATELY,1
APPLYING,1
RELEASING,1
DEACCELERATION,1
COLLISION,8
TWO-STAGE,1
DEPLOYMENT:,1
DEACCEL-,1
SEVERITY,1
AIRBAG,1
INFLATES,1
SIBILITY,2
INJURY,1
VEHICLE,1
AIM,4
MILEAGE,4
PILY,1
DOUBLY,1
CONGRUENT:,1
COMBUSTION,1
EMISSION,1
COMBUSTED,1
INJECTION,1
INJECTED,1
SPARK,1
6000,1
DITIONS,1
HELPED,4
THERAC-25,1
LEVESON,1
TURNER,1
267:,1
1993,4
CONTROLIN,1
2845,1
2895,1
2925,1
SCHEME,83
3005,1
3185,1
6EXCEPTIONS,4
3405,1
3465,2
3475,1
3505,1
3525,1
3535,1
13EXERCISES,6
354THE,1
284CHAPTER,1
SAW,21
FACTORS:INSTRUCTION,1
STRUCT,1
DESIRING,1
HARDWARE—INCLUD-,1
SERIES—IS,1
MENTED,6
7COVERS,1
8DESCRIBES,1
CAD,2
1INTRODUCTION5,1
285A,1
IMPLEMENTATIONWE,1
MEMORY-REFERENCE,7
SWTHE,1
ARITHMETIC-LOGICAL,17
SLTTHE,1
BROAD,1
SPECTRUM,4
HIGH-PERFOR-,1
VCRS,1
IDENTICAL:,1
ORY-REFERENCE,1
286CHAPTER,1
SIMILARITIES,2
LASTLY,2
COMPARISON;,1
INTERCONNECTION,5
CAN-,4
WIRED,6
TOGETHER;,1
STEERS,1
SELEC-,1
MULTIPLEXOR,73
SELECTOR,8
INSRTRUCTION,1
MUXES,2
DIRECTED,2
MULTIPLEX-,2
ORS,2
MULTIPLEXORS,30
287INTO,1
BEQINSTRUCTION,4
IMPLEMEN-,1
TATION,2
FETCHED,34
SUMMED,1
INTERCONNECTING,3
CROSSING,1
DATAREGISTER,3
#PCADDRESSINSTRUCTION,3
INSTRUCTIONMEMORY,5
ALUADDRESSDATADATAMEMORY,2
ADDADD4,1
288CHAPTER,1
TROLLED,2
GATE,17
ABRANCH,2
ARIT,1
HMETIC-LOGICAL,1
OTTOMMOST,1
NONIMMEDIATE,1
ONTROL,1
ADDADD4MEMWRITE,1
MEMREADMUXMUXMUXCONTROL,1
REGWRITE,27
ZEROBRANCH,1
289WHEN,1
SINGLE-CYCLE,69
CONCEPTUALLY,2
MUSTHAVE,1
SINGLE-PORTED,2
CLOCKED,5
ELEMENTS:ELEMENTS,1
OUTPUTS,28
PLUG,2
CHARAC-,3
TERIZE,2
CONVENTIONS5,1
2STATE,1
290CHAPTER,1
D-TYPE,1
FLIP-FLOP,7
ELEMENTS:MEMORIES,1
WRITTEN;,4
THEIROUTPUTS,1
PREVIOUSLY,3
ASSERTED,55
ASSERT,9
DEASSERT,2
ORDEASSERTED,1
CLOCKING,13
METHODOLOGY,13
ACLOCKING,2
NEWLY,3
NEEDLESS,1
TOLERATE,2
UNPREDICTABILITY,1
METHODOL-,1
CIRCUMSTANCE,2
EDGE-TRIGGERED,19
SURROUNDING,1
CYCLE:,2
PROPAGATE,2
THEAPPROACH,1
REL-ATIVE,1
DIRECTING,2
UNIT;,2
CONTRASTS,2
291AN,1
RISING,1
FALLING,2
NOFEEDBACK,1
WEBRIEFLY,1
SETUP,4
HANDLED,28
THICKER,1
BUS;,1
SYNCHRONOUS,19
REACHED,4
4AN,1
INDETERMINATE,1
FEEDBACK,2
STATEELEMENT1STATEELEMENT2COMBINATIONAL,1
LOGICCLOCK,1
STATEELEMENTCOMBINATIONAL,1
292CHAPTER,1
CONCATE-,1
CLARIFY,1
DIREC-,2
DATA;,1
CLEARER,1
FALSE:,2
REASONABLE,3
NEED:,1
WIRING,1
LABELADD,1
FETCHING,18
PREPARE,2
FETCHES,3
R-TYPEINSTRUCTIONS,1
ORARITH-,1
METIC-LOGICAL,1
DATAPATH5,14
3DATAPATH,1
ELEMENTA,2
FUNC-TIONAL,2
293DUCED,1
PROCESSOR’S,2
5TWO,1
LOGIC:,2
PCINSTRUCTION,1
SUMA,1
MEMORYB,1
COUNTERC,1
PCREAD,1
ADD4REGISTER,1
SUPPLYING,5
294CHAPTER,1
INPUTS:ONE,1
NUMBERTO,1
DATATO,1
FOUR-BIT,1
;WE,1
OFFSET_VALUE$T2ORSW,1
OFFSET_VALUE$T2,1
RESIDES,5
THEINSTRUCTION,2
THEBEQINSTRUCTION,1
ATTENTION:,1
HIGH-ORDER,7
DESTINA-TION,2
295THE,1
CULATION,1
SEQUENTIALLY,11
INSTRUCTION;,5
7THE,1
PORTS,8
MULTIPORTED,4
OUTPUTS;,1
ASSERTING,2
EDGE-,1
TRIGGERED,1
LEGALLY,1
EXCEPTIONS;,3
OMIT,1
READREGISTER,14
1READREGISTER,20
2WRITE,28
REGISTERWRITE,29
DATAREGISTERS,15
ALUDATADATAZEROALURESULTREGWRITE,1
REGISTERSB,1
555REGISTERNUMBERS,1
READDATA,7
1READDATA,18
2ALU,4
4BRANCH,1
SATISFIED,5
FOL-LOWS,1
296CHAPTER,1
OPERATIONS:COMPUTE,1
COMPLEX-,2
HAN-,4
DLES,1
8THE,3
ADAPTED,1
ADDRESSREADDATADATAMEMORY,1
DATAMEMREADMEMWRITE,1
SIGN-EXTENSION,1
SIGNEXTEND,2
1632,1
297ELABORATION:IN,1
INDEPENDENTOFWHETHER,1
CUTES,2
JUMPING,1
ARISES,7
SIMPLIC-,1
NONDELAYED,2
2IS,1
TWOTOTHE,1
LOW-ORDER,13
ALUZEROREGWRITE,2
4TO,1
LOGICADD,1
SUMBRANCH,1
TARGETPC+4,1
1632INSTRUCTION,13
SHIFTLEFT,1
2DELAYED,1
298CHAPTER,1
DATAPATHNOW,1
CUTE,1
DUPLICATED,2
PLEXOR,3
293,2
SIGN-EX-,1
TENDED,1
REF-,2
ERENCE,2
PLEXORS,1
299THE,1
299,2
297,5
COMPOSING,2
COMPARISO,1
MUL-,5
TIPLEXOR,2
MEMTOREG,24
10THE,5
DATAWRITE,8
MEMREADMEMWRITE,2
MEMTOREGREADDATA,1
4SIGNEXTEND,2
ALURESULTMUX01MUX1,1
0ALUSRCADDRESSDATAMEMORY,1
300CHAPTER,1
SETONLESSTHAN,1
11THE,4
LOAD/STORE,2
AD,2
DITIONAL,2
ALUADD,5
ZEROREGWRITE,1
PCSRCMEMTOREGREADDATA,2
ALURESULTADDALURESULTMUXMUXMUXALUSRCADDRESSDATAMEMORY,1
READDATASHIFTLEFT,7
24READ,4
ADDRESSINSTRUCTIONMEMORY,4
PC5,1
SCHEME5,1
301THE,1
CONTROLAS,1
ENCODED;,1
COMBINATIONS:,1
6-BIT,6
ALUOP,48
COMPLETENESS,1
DECODING—THAT,1
UNIT—IS,1
POTENTIALLY,12
PERFORMANCE-CRITICAL,1
LINESFUNCTION0000AND0001OR0010ADD0110SUBTRACT0111SET,1
THAN1100NOR,1
302CHAPTER,1
RECOGNIZES,4
13;,1
OPCODEALUOPINSTRUCTION,2
OPERATIONFUNCT,1
FIELDDESIREDALU,1
ACTIONALU,2
CONTROLINPUTLW00LOAD,2
XXXXXXADD,4
0010SW00STORE,2
0010BRANCH,2
EQUAL01BRANCH,2
XXXXXXSUBTRACT,2
0110R-TYPE10ADD,2
100000ADD,2
0010R-TYPE10SUBTRACT,2
100010SUBTRACT,2
0110R-TYPE10AND,2
100100AND,2
0000R-TYPE10OR,2
100101OR,2
0001R-TYPE10SET,2
THAN101010SET,2
THAN0111,2
ACTION,21
XXXXXX,1
ALUOPFUNCT,1
FIELDOPERATIONALUOP1ALUOP0F5F4F3F2F1F000,1
XXXXXX0010X1,1
XXXXXX01101X,1
XX0000,1
00101XXX0010,1
01101XXX0100,1
00001XXX0101,1
00011XXX1010,1
0111FIGURE,1
INPUTSARE,1
DON’T-CARE,8
XX,1
303ON,1
8=,3
DISADVANTAGE,12
DON’T-CARETERMS,1
DON’T-,2
CARES,8
TURNED,6
UNITNOW,1
CLASSES:THE,1
ON:,1
31:26,2
OP5:0,1
25:21,3
20:16,10
304CHAPTER,1
15:0,4
15:11,7
SINGLE-BIT,3
FIELD0RSRTRDSHAMTFUNCTBIT,1
POSITIONS31:2625:21,3
10:6,1
5:0A,1
FIELD35,1
43RSRTADDRESSBIT,1
FIELD4RSRTADDRESSBIT,1
OPERANDS:RS,1
DECODED,8
SHIFTS;,1
TENINSTRUCTIONS,1
SIGN-,1
305NOW,1
PCSRC,9
NINE,7
CYCLE;,8
ZEROMEMREADMEMWRITE,1
2SIGNEXTEND,10
31:0ALURESULTADD,1
ALURESULTMUXMUXMUXALUSRCADDRESSDATAMEMORY,1
PC100,2
101MUX01ALUCONTROLALUOPINSTRUCTION,1
5:0,4
REGDST,13
306CHAPTER,1
OPCODE;,1
DATAPATHWITH,1
DEFINITE,1
MULTIPLE-BIT,1
ORDERED,1
SIGNALNAMEEFFECT,1
DEASSERTED,13
REGDSTTHE,3
REGWRITENONE,3
ALUSRCTHE,2
PCSRCTHE,2
MEMREADNONE,3
DESIGNATED,8
MEMWRITENONE,3
MEMTOREGTHE,3
16THE,3
GATED,1
EXTERNALLY,4
307FIGURE,1
ALUSRC,10
TROLLING,1
MEMREAD,18
MEMWRITE,14
DETERMI,1
SIG,2
ALU;,3
RATH,1
ER,3
ZEROREADDATA,3
31–0ALURESULTADD,3
ALURESULTMUXMUXMUXADDRESSDATAMEMORY,5
24READADDRESSINSTRUCTIONMEMORY,3
PC100101MUX01ALUCONTROL,4
25–21,6
15–11,6
20–16,6
15–0,5
REGDSTBRANCH,4
ALUSRCREGWRITE,2
308CHAPTER,1
OFFSET$T2IN,1
310,3
REGDSTALUSRCMEMTO-REGREGWRITEMEMREADMEMWRITEBRANCHALUOP1ALUOP0R-FORMAT,1
100100,1
010LW,1
011110000,1
SWX1X001000,1
BEQX0X000101,1
18THE,2
RD;,1
ION,1
UNCONDITIONALLY,3
REPLAC,1
ED,5
ANDSW,2
MEMOR,1
3095,1
FILE;,1
BRANCH-ON-EQUAL,3
19THE,1
310CHAPTER,1
EXECUTION:,4
LIGHTED,2
EGISTER,1
3113,1
TWO;,1
CANDIDATES,3
31–0ADD,2
ALUZEROALURESULT,1
312CHAPTER,1
NAMELY,5
FINALIZING,1
308,4
OPCODES,6
OUTPUTSIGNAL,1
NAMER-FORMAT,1
LWSWBEQINPUTSOP50110OP40000OP30010OP20001OP10110OP00110OUTPUTSREGDST10XXALUSRC0110MEMTOREG01XXREGWRITE1100MEMREAD0100MEMWRITE0010BRANCH0001ALUOP11000ALUOP00001FIGURE,1
IMPLEMENTATIONIS,1
COM-PLETELY,1
P5•,1
OP2,1
SIMPLIFICATION,2
IMPLEMENTATIONALSO,2
IMPLEMENTA-TION,2
313NOW,1
JUMPSFIGURE,1
307,6
PUTES,1
31:28,3
QUENTIALLY,1
JUMP—THAT,1
FIELD000010ADDRESSBIT,1
POSITIONS31:2625:0,1
23INSTRUCTION,1
DESTINATIONADDRESS,1
314CHAPTER,1
THI,1
32-B,1
2SHIFTLEFT,3
110MUX0,1
1MUX01ALUCONTROL,1
REGDSTJUMP,1
25–0,2
31–0,2
2628,1
31–28ALUZEROALURESULT,1
315SEE,1
SERIES:THE,1
UNITS:200,1
ADDERS:100,1
WRITE:50,1
TERRIBLY,1
SACRIFICED,1
MIX:,1
45%,2
15%,3
5%,7
EXAMPLEANSWERCPUEXECUTIONTIMEINSTRUCTIONCOUNTCPICLOCKCYCLETIME,1
××,1
=CPUEXECUTIONTIMEINSTRUCTIONCOUNTCLOCKCYCLETIME,1
×=,1
316CHAPTER,1
CRITI-,1
CLASS:THE,1
AP-,2
PROXIMATE,1
SIMPLISTIC,1
RATIO:,1
CLASSFUNCTIONAL,1
R-TYPEINSTRUCTION,1
FETCHREGISTER,4
ACCESSALUREGISTER,1
WORDINSTRUCTION,2
ACCESSALUMEMORY,2
ACCESSREGISTER,1
BRANCHINSTRUCTION,1
ACCESSALU,1
JUMPINSTRUCTION,1
CLASSINSTRUCTION,1
REGISTERREADALUOPERATIONDATAMEMORY,1
REGISTERWRITETOTAL,1
R-TYPE20050100,1
0050400,1
WORD200,2
5010020050600,1
50100200,1
550,1
PSBRANCH20050100,1
0350,1
PSJUMP200200,1
PSCPUCLOCKCYCLE,1
600=25%55010,1
%40045,1
%35015,1
%2005,1
%,1
×+,4
×447,1
5PS=,1
317THE,1
PENALTY,66
HISTORI-,1
WOULDN’T,7
VIOLATES,1
CLOCK;,4
DUPLI-,1
RAISING,6
CYCLE—DERIVED,1
DELAYS—AND,1
GAINS,3
OVERLAPPING,7
UTILIZA-,1
FUNCTIONAL-,1
VARIABLE-SPEED,1
VANTAGE,2
CY-,2
CLES,5
CPUPERFORMANCE,2
VARIABLECLOCK,3
SINGLECLOCK,3
-----------------------------------------------------------------,1
CPUEXECUTIONTIME,2
----------------------------------------------------------------------,1
=ICCPUCLOCKCYCLE,1
×SINGLECLOCK,1
ICCPUCLOCKCYCLE,1
×VARIABLECLOCK,1
------------------------------------------------------------------------,1
CPUCLOCKCYCLE,2
------------------------------------------------------------,1
=600447,1
5------------=1,1
34=,1
318CHAPTER,1
FORGE,1
AHEAD,2
312,1
INVERTER,1
BROKE,1
IMPLEMENTATION5,1
5MULTICYCLE,1
IMPLEMEN-TATION,1
25THE,2
DATAPATH:A,1
WIDENING,3
MDR,16
ALUOUT,33
DATAMEMORY,5
ALUINSTRUCTIONREGISTERMEMORY,1
DATAREGISTERALUOUTABDATA,1
319TICYCLE,1
DIFFERENCES:,1
PROGRAMMER-VISIBLE,7
FACTORS:,2
REQUIREMENTS:,1
ADJACENT,2
320CHAPTER,1
ALUS,4
TWO-WAY,21
FOUR-WAY,17
FAIRLY,3
SUBSTANTIAL,4
26MULTICYCLE,1
HANDLES,16
JUMPS;,2
VE,2
RSUS,1
SINGLE-CLOCK,2
ALUINPUT,1
MEMO,1
RY,2
ALUZEROREADDATA,4
25–21INSTRUCTION,4
20–16INSTRUCTION,4
15–0ALURESULTMUXMUXSHIFTLEFT,4
2INSTRUCTIONREGISTERPC01MUX0,2
1MUX0,7
1AB01,4
3ALUOUTINSTRUCTION,3
15–0MEMORY,4
DATAREGISTERADDRESSWRITE,4
MEMDATA4INSTRUCTION,4
321BECAUSE,1
TWO-INPUT,1
FOUR-INPUT,1
SEQUENCED,1
PC:,1
CONDITIONALLY,2
SIGNALS:,1
PCWRITE,15
PCWRITECOND,13
BEQARE,1
ORED,2
UPDATING,8
322CHAPTER,1
INE,1
306,6
MUL-TIPLE,2
UNITS;,1
27THE,2
ALUSRCB,18
HEIR,1
ETURNS,1
ACCOMMODAT,1
SIMPL,1
IFY,1
DATAPATHS,21
2INSTRUCTIONREGISTERPC01MUX01MUX0,2
15–11ALUCONTROL,1
MEMTOREGALUSRCBALUOP,1
IORDMEMREADMEMWRITEIRWRITE,1
REGDSTREGWRITE,1
ALUSRCA,18
323AND,1
SHAR-,1
THEFIGURE,2
28THE,1
VALUE;,2
SIGNALS;,1
PCSOURCE,24
31–26INSTRUCTION,2
3MUX012ALUOUTINSTRUCTION,1
15–11PCWRITECOND,2
IORDMEMREADMEMWRITE,2
MEMTOREGIRWRITE,2
PCSOURCEALUOP,1
ALUSRCBALUSRCAREGWRITE,1
REGDST2628,2
OUTPUTSCONTROL,2
OP5–0ALUCONTROL,2
31–28INSTRUCTION,2
25-0,1
324CHAPTER,1
DRIVING,1
DRAWBACK,3
POINT-TO-POINT,4
SIGNALSSIGNAL,2
NAMEEFFECT,2
ALUSRCATHE,1
IORDTHE,1
IRWRITENONE,1
PCWRITENONE,1
PCWRITECONDNONE,1
NAMEVALUE,1
EFFECTALUOP00THE,1
01THE,3
ALUSRCB00THE,1
LEFT2,1
PCSOURCE00OUTPUT,1
IR25:0,3
431:28,1
29THE,3
323,5
IRWRITE,4
REMOVES,1
325BREAKING,1
ADDI-,4
RESTRICT,4
TEMPO-,4
RARY,2
PARAL-,1
LEL;,1
STAND-ALONE,2
TINCTION,2
PARED,2
DEDICATING,1
SEQUEN-,3
<=,28
MEMORYPC;,1
326CHAPTER,1
VERILOG;,1
EVALUATED,3
ASSIGNMENTS,1
EFFEC-,4
TIVELY,5
IORD,7
BENIGN,2
HARMFUL,4
STAGES,70
OPTIMISTIC,1
OPTIMIS-,1
TIC,1
BITS:,1
REGIR25:21;,1
REGIR20:16;ALUOUT,1
IR15-0,1
2;OPERATION:,1
OVERWRITTEN,2
327IT,1
TAR-,2
PREPARED,2
CLASS:,1
REFERENCE:,3
IR15:0;OPERATION:,1
R-TYPE:,2
B;OPERATION:,2
ALUOUT;OPERATION:,2
328CHAPTER,1
TWICE:,1
DECODE/REGISTER,5
JUMP:,2
{X,1
Y},1
YPC,1
{PC,2
2'B00};,1
DIRECT,26
ARITHMETIC-,1
ALUOUT;ORMEMORY,1
LUCKILY,2
NUMBER—WHICH,1
FILE—DOES,1
329ARITHMETIC-LOGICAL,1
REGIR15:11,1
REGIR20:16,2
MDR;OPERATION:,1
FIVE-STEP,1
SUMMARIZED,2
NAMEACTION,1
MEMORY-,2
FORBRANCHESACTION,1
FORJUMPSINSTRUCTION,1
FETCHIR,1
MEMORYPC,1
4INSTRUCTION,1
FETCHA,1
IR25:21,1
IR20:16,1
SIGN-EXTENDIR15:0,1
BRANCH/JUMP,1
COMPLETIONALUOUT,1
BALUOUT,1
IR15:0,1
ALUOUTPC,1
2'B00}MEMORY,1
COMPLETIONREG,1
IR15:11,1
ALUOUTLOAD:,1
MEMORYALUOUT,1
ORSTORE:,1
COMPLETIONLOAD:,1
30SUMMARY,1
EMPTY,8
PARTIC,1
ULAR,1
COMPLE,1
TES,1
IDLE,7
WASTED,3
STAGE,187
R-T,1
YPE,1
330CHAPTER,1
GRAPHICALLY,2
IMPLEMENTATION—USING,1
ROMS,2
PLAS—TO,1
8SHOWS,1
GRASPED,1
8ORAPPENDIX,1
CPUUSING,1
24%,2
11%,2
6%,5
2%,10
JAL+,1
52%,2
329,6
MICROINSTRUCTIONS,23
CUTED,3
MICROMACHINE,2
331THE,1
DIRECTIONS,3
TEN;,1
LOADS:5,1
STORES:4,1
INSTRUCTIONS:4,1
BRANCHES:3,1
JUMPS:3,1
THERE-,2
FORE,4
SUBSTITUTE,2
OVERHEADS,1
CPICPUCLOCKCYCLES,1
--------------------------------------------,1
ICPII,1
×INSTRUCTIONCOUNT,1
--------------------------------------------------------------------,2
==INSTRUCTIONCOUNT,1
IINSTRUCTIONCOUNT,2
-------------------------------------------,1
CPII,1
×,1
=INSTRUCTIONCOUNT,1
----------------------------------------------------------,1
CPI0,1
2550,1
1040,1
5240,1
1130,1
023,1
×+×+×+×+×4,1
12==FINITE,1
SEQUEN-TIAL,1
CONSISTING,8
RENT,2
COMBI-NATIONAL,1
332CHAPTER,1
PROCEEDING,1
329;,1
EXPLANA-,1
ARBITRARY,1
REPRESENT-,1
ARCS,7
CLASS;,1
ARC,1
LABELEDSTART,1
33R-TYPE,2
34BRANCH,2
35JUMP,2
36INSTRUCTION,2
FETCH/DECODE,1
333CONDITIONS,1
CLASSES:MEMORY,1
32THE,2
IDENTI-,2
00;,2
DEASSERTED;,1
MEMREADALUSRCA,3
0IORD,3
0IRWRITE,3
01ALUOP,5
00PCWRITE,3
00ALUSRCA,5
0ALUSRCB,5
11ALUOP,3
00MEMORY-REFERENCE,1
FSM,4
FSMFIGURE,1
DECODE/,4
01START,3
'LW',7
'SW',4
R-TYPEOP,3
'BEQ'OP,3
'J',1
334CHAPTER,1
CORRE-,9
33THE,1
COMPU-,1
1ALUSRCB,9
10ALUOP,3
00FROM,1
ACCESSMEMREADIORD,1
1MEMWRITE,3
1REGWRITE,4
=1REGDST,1
0MEMORY,2
322345MEMORY,1
ACCESSOP,1
'SW'OP,3
335SPONDING,1
SWHAS,1
SPONDING,4
TWO-STATE,2
ASSERTS,6
34R-TYPE,1
00ALUOP,6
10FROM,2
=1REGWRITE,1
0TO,1
3267R-TYPE,1
336CHAPTER,1
333,2
JUMP;,1
PLIED,1
SPEC-,1
IFICATION,1
DATAP-,2
ATH,2
ROM,15
CAPABLE,11
ACHIEVING,7
POINT-,1
337FIGURE,1
35THE,2
ALUOUT;,1
36THE,1
NALS,4
01PCWRITECOND,3
01FROM,1
'BEQ'BRANCH,1
328PCWRITE,1
'J'JUMP,3
338CHAPTER,1
EDWARD,2
CHARACTERISTIC,7
SPLIT,14
MEALY,6
37FINITE,1
